Ticker,Sector,Price,Volume,Fifty Day Average
TROW,Financial Services,120.54,1346122,111.2278
TRS,Consumer Cyclical,25.95,256077,24.8074
TRST,Financial Services,27.73,62219,28.1784
TRUE,Communication Services,3.46,277694,3.5057
TRUG,Communication Services,1.61,1793215,3.89798
TRUP,Financial Services,25.8,421903,27.9424
TRVG,Communication Services,2.58,11102,2.5264
TRVI,Healthcare,3.7,608143,2.1697
TRVN,Healthcare,0.5012,149779,0.608
TSAT,Technology,9.47,4218,9.4196
TSBK,Financial Services,26.88,8975,27.4156
TSBX,Healthcare,3.34,92587,2.8909
TSCO,Consumer Cyclical,266.17,1107350,238.4482
TSDD,-1,-1,32093,22.73716
TSEM,Technology,33.36,434476,31.0032
TSHA,Healthcare,3.1,10078868,1.9965
TSL,-1,-1,121651,7.94812
TSLA,Consumer Cyclical,172.82,72890133,193.311
TSLL,-1,-1,11841686,9.6828
TSLQ,-1,-1,2329168,35.6171
TSLR,-1,-1,274991,15.6315
TSLS,-1,-1,881949,23.9043
TSLT,-1,-1,3254602,14.317
TSLZ,-1,-1,384399,35.73156
TSRI,Technology,8.13,504,8.4762
TSVT,Healthcare,4.99,1599387,4.7369
TTD,Technology,85.06,4423515,75.157
TTEC,Technology,10.3,246384,17.1964
TTEK,Industrials,183.01,183999,172.9634
TTGT,Communication Services,32.59,123932,32.8192
TTMI,Technology,14.97,1076231,14.7762
TTNP,Healthcare,6.89,5266,6.8996
TTOO,Healthcare,3.02,315831,4.7733
TTSH,Consumer Cyclical,7.0,421612,6.69
TTWO,Communication Services,152.17,2415722,155.6814
TUG,-1,-1,17173,30.8219
TUGN,-1,-1,10609,23.47894
TUR,-1,-1,67247,35.9996
TURB,Technology,1.22,15149,1.09148
TURN,Financial Services,4.37,2706,4.1478
TUSK,Industrials,3.91,62126,3.7123
TVGN,Healthcare,4.27,8570,7.56066
TVGNW,Healthcare,0.08,2301,-1
TVTX,Healthcare,8.09,972977,8.4364
TW,Financial Services,105.63,713993,100.7854
TWIN,Industrials,15.84,26646,15.5636
TWKS,Technology,2.41,745736,3.931
TWLV,Financial Services,10.73,8835,10.80386
TWLVU,Financial Services,11.2002,-1,11.1994
TWLVW,Financial Services,0.1189,34118,-1
TWOU,Consumer Defensive,0.3887,1286558,0.6361
TWST,Healthcare,36.03,618390,36.4946
TXG,Healthcare,38.0,1520540,43.9488
TXMD,Healthcare,2.3,7567,2.3198
TXN,Technology,172.59,4369072,166.14
TXRH,Consumer Cyclical,153.48,803757,136.98
TXSS,-1,-1,17004,24.6475
TYGO,Technology,1.04,84662,1.3838
TYRA,Healthcare,16.73,119742,16.7845
TZOO,Communication Services,10.38,85541,9.0616
UAE,-1,-1,5517,14.7831
UAL,Industrials,46.63,5555017,42.6032
UBCP,Financial Services,13.53,7890,11.9878
UBFO,Financial Services,7.54,4550,7.6456
UBND,-1,-1,16691,21.49638
UBSI,Financial Services,34.69,433498,35.2504
UBX,Healthcare,1.53,57031,1.7335
UCAR,Consumer Cyclical,0.054,9833866,0.08672
UCBI,Financial Services,25.47,1226340,27.0112
UCBIO,Financial Services,23.7,8677,23.88478
UCL,Communication Services,1.62,17326,1.53438
UCRD,-1,-1,3,20.99662
UCTT,Technology,44.7,312519,40.947
UCYB,-1,-1,1083,42.949
UDMY,Consumer Defensive,11.24,620341,12.4873
UEIC,Technology,10.06,98176,8.8144
UEVM,-1,-1,1064,44.62746
UFCS,Financial Services,21.87,120183,22.4358
UFIV,-1,-1,2352,48.63668
UFO,-1,-1,3772,16.99694
UFPI,Basic Materials,121.72,288938,115.3078
UFPT,Healthcare,237.41,95938,186.4418
UG,Consumer Defensive,7.58,3659,8.0576
UGRO,Industrials,2.09,54856,1.98602
UHG,Consumer Cyclical,7.28,4710,7.4108
UHGWW,-1,-1,16911,-1
UITB,-1,-1,134920,46.2939
UIVM,-1,-1,141,46.598
UK,Real Estate,2.3,114712,2.71928
UKOMW,Real Estate,0.01,1001,-1
ULBI,Industrials,9.5,49730,8.1752
ULCC,Industrials,7.22,1140828,6.479
ULH,Industrials,36.07,23676,32.15
ULTA,Consumer Cyclical,523.55,917274,520.4574
ULVM,-1,-1,11,70.46704
ULY,Technology,1.95,13687,2.3852
UMBF,Financial Services,82.93,190552,80.9976
UMMA,-1,-1,8546,23.14786
UNB,Financial Services,30.5,3022,30.399
UNCY,Healthcare,1.33,161289,1.22018
UNIT,Real Estate,6.35,1257816,5.6653
UNIY,-1,-1,1,48.79058
UNTY,Financial Services,29.7,48563,27.792
UONE,Communication Services,2.3,120326,3.3554
UONEK,Communication Services,1.86,119400,3.1202
UPBD,Technology,34.22,365060,33.2656
UPC,Healthcare,2.07,118237,1.89094
UPGR,-1,-1,3,18.7705
UPLD,Technology,2.8,164030,3.6494
UPST,Financial Services,26.34,7805382,29.3512
UPWK,Industrials,12.57,1848136,13.6806
UPXI,Communication Services,0.5486,31122,0.91804
URBN,Consumer Cyclical,44.66,1462306,41.345
URGN,Healthcare,14.94,136509,16.6574
URNJ,-1,-1,172808,26.177
UROY,Energy,2.47,1306917,2.9184
USAP,Basic Materials,21.61,65460,19.958
USAU,Basic Materials,3.46,35927,3.6158
USBF,-1,-1,1,83.9862
USCB,Financial Services,11.265,33450,11.5386
USCF,-1,-1,107,27.968834
USCL,-1,-1,88180,59.19352
USCT,Financial Services,11.11,10,11.0194
USCTU,Financial Services,11.01,-1,11.0118
USCTW,Financial Services,0.0151,14454,-1
USDX,-1,-1,10894,25.0652
USEA,Industrials,2.82,73909,2.6774
USEG,Energy,1.03,70585,1.0308
USFI,-1,-1,-1,-1
USGO,Basic Materials,5.275,3642,5.84162
USGOW,-1,-1,332,-1
USIG,-1,-1,955906,50.6026
USIN,-1,-1,200,49.511
USIO,Technology,1.59,13428,1.7102
USLM,Basic Materials,304.88,34616,256.5372
USMC,-1,-1,36636,49.52452
USOI,-1,-1,28464,73.4646
USRD,-1,-1,723,27.852053
USSH,-1,-1,80,49.95482
USTB,-1,-1,45522,49.6546
USVM,-1,-1,6069,74.4883
USVN,-1,-1,489,48.0563
USXF,-1,-1,72435,42.48968
UTEN,-1,-1,6894,44.14868
UTHR,Healthcare,236.93,296584,223.5822
UTHY,-1,-1,6308,45.13674
UTMD,Healthcare,68.53,34567,75.0116
UTRE,-1,-1,25,49.114
UTSI,Technology,2.6,480,2.8622
UTWO,-1,-1,29834,48.1765
UTWY,-1,-1,48,46.19568
UVSP,Financial Services,20.26,108694,20.2472
UXIN,Consumer Cyclical,2.18,29369,2.6044
VABK,Financial Services,30.5,3148,31.567
VALN,Healthcare,7.41,7743,7.98896
VALU,Financial Services,39.16,832,42.865
VANI,Healthcare,2.03,244931,1.46
VAXX,Healthcare,0.7096,188453,0.72288
VBFC,Financial Services,41.8,276,41.6748
VBIV,Healthcare,0.565,90343,0.616
VBNK,Financial Services,10.98,63362,11.12326
VBTX,Financial Services,19.78,272245,20.5488
VC,Consumer Cyclical,115.15,253210,116.7348
VCEL,Healthcare,46.69,721419,44.1602
VCIG,Industrials,1.04,455727,1.1151
VCIT,-1,-1,7564262,80.2162
VCLT,-1,-1,1555716,77.909
VCNX,Healthcare,8.21,4288,8.661
VCRB,-1,-1,20282,76.3386
VCSA,Technology,7.24,112663,8.3079
VCSH,-1,-1,5255193,77.1894
VCTR,Financial Services,41.67,332620,36.5946
VCYT,Healthcare,21.57,568638,24.5142
VECO,Technology,35.19,371510,33.5152
VEEE,Consumer Cyclical,1.19,2953,1.2721
VEON,Communication Services,22.94,95434,22.4486
VERA,Healthcare,42.87,1112111,36.8028
VERB,Technology,0.285,21983792,0.166
VERBW,Technology,0.0503,715195,-1
VERI,Technology,3.67,2356152,2.0937
VERO,Healthcare,0.645,5516,1.0954
VERU,Healthcare,0.5739,567823,0.5128
VERV,Healthcare,13.21,857321,13.2502
VERX,Technology,29.54,358219,26.705
VERY,Financial Services,11.44,10322,11.31668
VEV,Consumer Cyclical,0.778,15120,0.81936
VFF,Consumer Defensive,0.95,545210,0.80816
VFLO,-1,-1,47838,29.24244
VFS,Consumer Cyclical,4.99,1199243,5.5664
VFSWW,Consumer Cyclical,0.69,9120,0.98464
VGAS,Utilities,3.37,15481,3.4614
VGASW,-1,-1,5734,-1
VGIT,-1,-1,1380975,58.6522
VGLT,-1,-1,1389272,59.0256
VGSH,-1,-1,4981999,58.1516
VGSR,-1,-1,102633,9.63674
VIA,Utilities,10.95,12397,10.76522
VIASP,Utilities,20.85,13905,18.89664
VIAV,Technology,9.87,1259368,9.8486
VICR,Technology,38.4,290195,38.9064
VIEW,Industrials,1.22,69160,1.4036
VIEWW,Industrials,0.0051,9697,-1
VIGI,-1,-1,229769,80.1148
VIGL,Healthcare,3.04,37694,3.1005
VINC,Healthcare,5.45,521303,3.0981
VINO,Real Estate,0.4553,44777,0.50276
VINP,Financial Services,11.56,18015,10.937
VIOT,Consumer Cyclical,0.615,214506,0.7702
VIR,Healthcare,10.09,836848,10.1938
VIRC,Consumer Cyclical,10.82,176654,10.6988
VIRI,Healthcare,0.3317,326308,0.43916
VIRT,Financial Services,20.12,1593037,18.0082
VIRX,Healthcare,1.07,88859,0.7064
VISL,Technology,3.2999,4359,3.3644
VITL,Consumer Defensive,23.41,917601,16.968
VIVK,Energy,0.9,66624,0.934082
VJET,Technology,0.5815,48746,1.025
VKTX,Healthcare,70.59,3376144,43.3361
VLCN,Consumer Cyclical,0.7301,683594,2.61736
VLGEA,Consumer Defensive,28.41,22014,26.1088
VLY,Financial Services,8.05,8501814,8.874
VLYPO,Financial Services,23.4,31874,23.015
VLYPP,Financial Services,22.04,44221,20.5914
VMAR,Consumer Cyclical,0.5951,38818,0.76816
VMBS,-1,-1,1077180,45.557
VMCA,Financial Services,11.32,1,11.27522
VMCAU,Financial Services,11.08,-1,11.13
VMCAW,Financial Services,0.0293,-1,-1
VMD,Healthcare,9.49,93505,8.587
VMEO,Technology,5.66,2409589,4.278
VMOT,-1,-1,1698,24.17408
VNDA,Healthcare,3.91,702148,3.9832
VNET,Technology,1.9,1201327,1.7794
VNOM,Energy,37.69,511237,33.5907
VNQI,-1,-1,160558,40.6316
VOD,Communication Services,8.6,5473953,8.6646
VONE,-1,-1,72324,226.7116
VONG,-1,-1,1733779,83.1238
VONV,-1,-1,299511,74.0424
VOR,Healthcare,1.96,613401,2.2097
VOXR,Basic Materials,2.0,60069,1.91268
VOXX,Technology,8.26,30689,8.5058
VPLS,-1,-1,29229,76.43488
VPN,-1,-1,32719,14.99832
VRA,Consumer Cyclical,6.36,287752,7.4374
VRAR,Technology,1.21,30194,1.33148
VRAX,Healthcare,0.78,14700,0.9204
VRCA,Healthcare,5.05,72452,5.4279
VRDN,Healthcare,18.78,1369711,19.3168
VREX,Healthcare,17.62,261142,18.2782
VRIG,-1,-1,196946,25.0941
VRM,Consumer Cyclical,13.72,323629,18.5982
VRME,Industrials,1.32,32695,1.15188
VRMEW,Industrials,0.0479,1500,-1
VRNA,Healthcare,15.95,277034,17.2032
VRNS,Technology,49.06,751363,48.046
VRNT,Technology,31.6,419147,30.1632
VRPX,Healthcare,4.14,27063,3.4868
VRRM,Industrials,24.77,967254,22.6058
VRSK,Industrials,235.91,1198927,241.3924
VRSN,Technology,190.82,417342,197.1442
VRTX,Healthcare,415.71,878823,424.2518
VS,Technology,2.02,7652,2.20703
VSAC,Financial Services,11.2,1995,11.1537
VSACU,Financial Services,11.35,-1,11.152552
VSACW,Financial Services,0.0261,2599,-1
VSAT,Technology,17.24,865868,20.8146
VSDA,-1,-1,15805,48.04292
VSEC,Industrials,82.6,146720,67.641
VSME,Communication Services,0.3632,41450,0.4395
VSMV,-1,-1,13026,43.57792
VSSYW,Technology,0.041,10004,0.03198
VSTA,Consumer Defensive,3.93,78174,4.00234
VSTE,-1,-1,4025,3.38502
VSTEW,-1,-1,4513,-1
VSTM,Healthcare,11.93,320521,11.8274
VTC,-1,-1,29090,76.39432
VTGN,Healthcare,4.215,150474,4.816
VTHR,-1,-1,8614,221.647
VTIP,-1,-1,662738,47.5866
VTNR,Energy,1.38,1745735,1.5501
VTRS,Healthcare,12.01,4565473,12.1142
VTRU,Consumer Defensive,15.5,7574,14.2021
VTSI,Industrials,9.69,64929,10.7628
VTVT,Healthcare,29.0,49164,11.62968
VTWG,-1,-1,32383,185.5714
VTWO,-1,-1,2593183,80.3752
VTWV,-1,-1,29697,132.5942
VTYX,Healthcare,7.35,924610,4.5742
VUZI,Technology,1.36,512030,1.6286
VVOS,Healthcare,4.91,89420,5.6785
VVPR,Technology,1.53,7526,1.4736
VWE,Consumer Defensive,0.3751,122292,0.46282
VWEWW,Consumer Defensive,0.0117,152611,-1
VWOB,-1,-1,394233,62.772
VXRT,Healthcare,1.23,1181840,1.0694
VXUS,-1,-1,2407506,58.0814
VYGR,Healthcare,9.4,1073558,8.1976
VYMI,-1,-1,301779,66.5108
VYNE,Healthcare,2.33,68889,2.0831
WABC,Financial Services,47.88,146753,47.8826
WABF,-1,-1,2,25.67212
WAFD,Financial Services,28.71,529581,28.5958
WAFDP,Financial Services,16.01,20489,15.652
WAFU,Consumer Defensive,1.91,20574,2.00262
WALD,Technology,7.3,92691,7.4924
WALDW,Technology,0.6031,24426,0.69388
WASH,Financial Services,26.41,92508,27.2162
WATT,Technology,1.82,125990,1.8797
WAVD,Technology,3.02,57777,2.1564
WAVE,Utilities,1.12,12070,1.41386
WAVS,Financial Services,10.6,102,10.6718
WAVSU,Financial Services,10.7,-1,10.7384
WAVSW,Financial Services,0.035,20,-1
WB,Communication Services,9.08,1816968,8.9502
WBA,Healthcare,20.8,7552621,22.0612
WBD,Communication Services,8.72,46790483,9.5916
WBND,-1,-1,111238,20.1932
WBUY,Consumer Cyclical,0.401,87040,0.4452
WCBR,-1,-1,157907,26.4458
WCLD,-1,-1,102615,35.0548
WDAY,Technology,276.49,1615736,287.3876
WDC,Technology,63.74,11605031,57.7152
WDFC,Basic Materials,254.74,72838,261.8598
WEN,Consumer Cyclical,19.06,3531932,18.7746
WERN,Industrials,38.97,488627,39.8894
WEST,Consumer Defensive,10.09,123492,10.1062
WESTW,-1,-1,10538,-1
WETG,Technology,4.02,50279,3.32146
WETH,Real Estate,4.61,175734,4.1509523
WEYS,Consumer Cyclical,30.5,9698,31.525
WFCF,Technology,11.4335,4476,13.1394
WFRD,Energy,116.34,627261,100.3576
WGMI,-1,-1,341068,15.6358
WGS,Healthcare,9.18,275683,5.955
WGSWW,Healthcare,0.0656,10089,-1
WHF,Financial Services,12.2,110758,12.6264
WHFCL,-1,-1,13014,25.13888
WHLM,Industrials,4.6,1169,4.458
WHLR,Real Estate,0.168,175802,0.19368
WHLRD,Real Estate,15.1106,1715,14.20444
WHLRL,-1,57.01,100,48.793823
WHLRP,Real Estate,1.8,10300,1.36626
WILC,Consumer Defensive,9.835,2199,10.3338
WIMI,Communication Services,0.8943,5477841,0.92738
WINA,Consumer Cyclical,352.27,14674,366.7774
WINC,-1,-1,700,23.8695
WING,Consumer Cyclical,348.01,379108,311.554
WINT,Healthcare,0.355,51696,0.4114
WINV,Financial Services,11.1,1123,11.11078
WINVR,-1,0.0424,2000,-1
WINVU,Financial Services,10.87,-1,10.9552
WINVW,Financial Services,0.02,32353,-1
WIRE,Industrials,248.63,165501,225.1272
WISA,Technology,0.0288,17285380,0.0662
WISE,-1,-1,11999,28.99886
WISH,Consumer Cyclical,5.62,580325,5.4995
WIX,Technology,139.89,521932,132.1329
WKEY,Technology,2.49,16258,2.4371
WKHS,Consumer Cyclical,0.2218,13440028,0.28862
WKME,Technology,8.5,114367,9.8296
WKSP,Consumer Cyclical,0.585,195027,1.19916
WKSPW,Consumer Cyclical,0.0234,71368,-1
WLDN,Industrials,28.14,59964,21.0666
WLDS,Technology,0.63,648842,0.43412
WLDSW,Technology,0.0819,27364,-1
WLFC,Industrials,49.38,5398,48.3088
WLGS,Industrials,0.6358,42326,0.6944
WMG,Communication Services,32.5,745814,35.2894
WMPN,Financial Services,12.24,20228,12.2352
WNDY,-1,-1,295,12.36728
WNEB,Financial Services,7.66,34304,8.3176
WNW,Consumer Cyclical,1.14,96653,2.53664
WOOD,-1,-1,8710,78.0118
WOOF,Consumer Cyclical,1.98,4231120,2.5508
WORX,Healthcare,3.26,1886660,1.56016
WPRT,Consumer Cyclical,6.06,29796,5.966
WRAP,Technology,2.64,294585,3.566
WRLD,Financial Services,138.46,33623,130.4464
WRND,-1,-1,1,27.20226
WRNT,Technology,0.5223,61685,0.49078
WSBC,Financial Services,28.99,176005,29.121
WSBCP,Financial Services,24.0427,12563,24.07724
WSBF,Financial Services,11.65,76924,12.7252
WSC,Industrials,46.69,1575964,46.8608
WSFS,Financial Services,44.43,251531,43.343
WTBA,Financial Services,17.24,43124,18.3132
WTBN,-1,-1,942,24.79682
WTFC,Financial Services,100.06,406840,96.3562
WTFCM,Financial Services,23.57,47777,23.77208
WTFCP,Financial Services,25.1255,9524,24.84
WTMA,Financial Services,10.91,104939,10.8503
WTMAR,-1,0.0751,1676,-1
WTMAU,Financial Services,10.8775,20,10.86168
WTO,Technology,0.2283,13723,0.23508
WTW,Financial Services,274.51,450922,263.9602
WULF,Financial Services,2.38,35992307,1.8892
WVE,Healthcare,6.0,1729531,4.8822
WVVI,Consumer Defensive,5.13,2245,5.165
WVVIP,Consumer Defensive,4.28,83,4.28972
WW,Consumer Cyclical,1.955,7789374,3.9104
WWD,Industrials,149.24,236077,140.2482
WYNN,Consumer Cyclical,99.96,1134945,99.4862
XAIR,Healthcare,1.63,421957,1.7105
XBIL,-1,-1,83653,50.0388
XBIO,Healthcare,3.95,17351,3.83258
XBIOW,Healthcare,14.07,3,10.527
XBIT,Healthcare,7.25,57952,5.6464
XBP,Technology,2.05,23459,2.64788
XBPEW,Technology,0.0699,7393,-1
XCUR,Healthcare,0.623,7230,0.62888
XEL,Utilities,52.3,3426709,56.9834
XELA,Technology,2.75,490680,2.3032
XELAP,Technology,1.8499,11451,1.4189
XELB,Consumer Cyclical,0.84,57801,1.104668
XENE,Healthcare,43.45,301481,46.3718
XERS,Healthcare,2.13,1419304,2.6662
XFIN,Financial Services,10.87,8768,10.82364
XFINU,Financial Services,10.7462,-1,10.737944
XFINW,Financial Services,0.05,700,-1
XFIX,-1,-1,3,51.512695
XFOR,Healthcare,1.31,13056324,0.87808
XGN,Healthcare,1.67,179654,1.98818
XLO,Healthcare,0.7025,66385,0.67686
XMTR,Industrials,17.77,608304,27.7018
XNCR,Healthcare,22.81,413290,21.5294
XNET,Communication Services,1.48,51209,1.5023
XOMA,Healthcare,24.53,14431,22.3546
XOMAO,Healthcare,25.05,4026,24.7818
XOMAP,Healthcare,25.25,874,25.08546
XOS,Industrials,11.42,13122,9.3061
XOSWW,-1,-1,12177,-1
XP,Financial Services,25.59,5925183,25.0132
XPEL,Consumer Cyclical,53.08,115542,52.2218
XPON,Industrials,3.34,7323,4.06438
XRAY,Healthcare,33.45,1867758,34.1714
XRTX,Healthcare,4.8363,232276,3.06548
XRX,Technology,17.07,2962601,17.6794
XT,-1,-1,126200,58.7016
XTIA,-1,2.15,146705,4.7212
XTKG,Technology,0.6301,101267,0.89496
XTLB,Healthcare,2.42,1973205,0.9296
XWEL,Healthcare,1.88,13739,1.7556
XXII,Consumer Defensive,0.129,1143010,0.1582
YGF,Consumer Defensive,0.7333,-1,0.9053
YGMZ,Industrials,0.4621,43745,0.4882
YHGJ,Consumer Cyclical,1.79,18885,1.608
YI,Healthcare,1.22,272987,1.4372
YIBO,Technology,2.71,204,2.558128
YJ,Consumer Cyclical,0.64,12137,0.70766
YLDE,-1,-1,3092,45.32526
YMAB,Healthcare,16.94,358585,13.7908
YNDX,Communication Services,18.94,-1,18.94
YORW,Utilities,35.9,97766,35.9454
YOSH,Consumer Cyclical,4.5888,25473,4.61908
YOTA,Financial Services,10.64,162,10.78196
YOTAR,-1,0.1,16520,-1
YOTAU,Financial Services,12.01,2,11.7648
YOTAW,Financial Services,0.0329,3075,-1
YQ,Consumer Defensive,2.95,5348,2.60472
YS,Healthcare,0.6264,157786,0.49172
YSBPW,-1,-1,1502,-1
YTEN,Basic Materials,0.4346,115405359,0.2506
YTRA,Consumer Cyclical,1.475,89707,1.6316
YY,Communication Services,31.12,446170,31.7828
Z,Communication Services,51.25,8706858,54.9172
ZAPP,Consumer Cyclical,0.26,70320,0.2686
ZAPPW,-1,-1,8250,-1
ZAZZT,-1,-1,-1,-1
ZBRA,Technology,295.06,227327,265.2338
ZBZZT,-1,-1,-1,-1
ZCAR,Industrials,0.79,1481699,2.43126
ZCARW,Industrials,0.0311,11160,-1
ZCMD,Healthcare,1.6,47637,3.08402
ZCZZT,-1,-1,-1,-1
ZD,Communication Services,63.07,227187,66.8878
ZENV,Technology,2.18,50095,1.67434
ZEO,Technology,6.2068,4132,10.06786
ZEOWW,Technology,0.1277,6039,-1
ZEUS,Basic Materials,68.37,69111,66.6036
ZFOX,Technology,1.11,1635863,0.99236
ZFOXW,Technology,0.0755,7230,0.009156
ZG,Communication Services,50.32,1116598,53.2266
ZI,Technology,16.02,4989353,16.2694
ZIMV,Healthcare,16.41,274392,18.0475
ZION,Financial Services,41.61,2314669,40.9478
ZIONL,-1,-1,4962,25.5506
ZIONO,Financial Services,25.61,32258,25.831
ZIONP,Financial Services,20.25,8109,20.102373
ZJYL,Healthcare,3.23,770608,7.73037
ZJZZT,-1,-1,184453,-1
ZKIN,Basic Materials,0.615,18968,0.72356
ZLAB,Healthcare,17.25,822596,21.0913
ZLS,Financial Services,10.82,60750,10.75968
ZLSWU,Financial Services,10.61,-1,10.408872
ZLSWW,Financial Services,0.0401,355,-1
ZM,Technology,66.54,1700739,66.5944
ZNTL,Healthcare,13.71,436864,13.483
ZS,Technology,198.07,1696434,228.3572
ZTEK,Healthcare,1.3,8629,1.2754
ZUMZ,Consumer Cyclical,14.7,245346,17.1696
ZURA,Healthcare,2.89,74600,3.6176
ZURAW,-1,-1,1669,-1
ZVRA,Healthcare,5.84,220394,6.1713
ZVSA,Healthcare,0.82,377727,0.73584
ZVZZT,-1,-1,193063,-1
ZWZZT,-1,-1,300,-1
ZXYZ.A,-1,-1,-1,-1
ZXZZT,-1,-1,6469,-1
ZYME,Healthcare,10.65,282634,11.2102
ZYXI,Healthcare,12.87,91278,12.04
ZZZ,-1,-1,167,22.125692
